date,XLU,XLF,XLI,XLB,RWR,XLV,XLY,XLE,XLK,XLP,IYT
20000703,97.08108108,99.48586118,101.4380531,102.1343615,,100.9625668,103.2338308,97.94484644,100.4602992,103.7179487,
20000705,100.6666667,99.61807774,100.1101322,98.63221884,,101.8220793,101.5719468,94.54820886,98.42748981,102.3989899,
20000706,99.94488596,101.154586,98.58618839,96.26806489,,102.0452099,102.6699029,96.33401222,99.0759458,102.5252525,
20000707,102.6315969,102.9525032,100.8300873,97.59501068,,101.378579,109.5061728,96.59554472,102.5882353,100.9386934,
20000710,105.1032294,105.7894737,100.7734807,101.5115096,,100.2114165,109.8901099,98.35221421,99.19261822,100.8049336,
20000711,101.1135857,104.3927649,101.3631581,104.0247678,,99.31145763,109.2168867,101.2282497,97.9954181,100.6798714,
20000712,100.6622517,104.7284335,102.640264,103.0046471,,100.5263158,108.2142857,104.2178145,103.9053254,98.39704069,
20000713,100.9922822,102.9169303,103.7506888,107.5949367,,101.0548523,105.4373522,101.5856237,104.2844554,96.79802956,
20000714,98.58156053,102.8678304,104.2810099,105.3259396,,101.7782427,101.8038331,100.999457,104.4151376,96.34220035,
20000717,97.76321261,100.6840995,104.7697544,102.1943574,,101.371308,99.77777778,99.21467644,106.6860465,95.94594595,
20000718,98.29296916,100.3712871,103.0661469,95.53571429,,100.9066494,99.2829389,96.66329626,104.9678551,96.00980312,
20000719,98.84870175,98.59668606,101.8220793,96.26028511,,99.68586387,97.74479208,97.69468852,100.7403189,98.12030075,
20000720,96.83406114,102.0948856,102.2328545,93.67647059,,100.9394572,99.32735426,98.23100937,100.4471772,97.96437659,
20000721,99.16987729,100.3636364,101.0526316,96.60375025,,96.91675231,97.89590255,96.45833333,96.54036244,99.35649936,
20000724,99.66517857,102.6559402,99.73834018,98.31288344,,97.19042664,96.88195991,96.72823274,93.46049046,100.8962868,
20000725,100.8963584,102.6510678,99.6868476,98.59813084,,98.78437209,96.88888889,94.9790795,97.10467706,98.9769821,
20000726,98.94618322,102.5371485,99.26315789,97.74667344,,97.37394958,97.8052722,96.01468342,97.2866026,98.91445211,
20000727,100.1691274,100.4224308,97.39989643,99.84301413,,96.48397104,98.87133183,100.3177966,93.01614691,101.2987013,
20000728,98.54910714,98.1884058,94.27083333,98.59375,,97.87910923,96.04072398,101.511879,91.52445961,101.8782591,
20000731,99.1601523,100.0601877,96.43231899,98.90795632,,99.78586724,95.63218391,101.9094203,96.03498542,98.73096447,
20000801,100.4997045,100,96.96335079,100.2369921,,100.5885328,96.78899083,104.7907665,92.83256881,103.875969,
20000802,103.1390135,100.3621001,97.77306469,101.5103593,,101.8338727,97.12313003,105.8984151,93.89889599,103.7443504,
20000803,103.7141243,102.5841538,98.61185288,101.4937358,,101.7148982,95.89041096,100.9503696,98.53424124,103.012841,
20000804,103.7939026,108.7946076,103.3149171,101.3470935,,104.9295948,98.52769847,102.1276596,102.3617154,101.9707358,
20000807,105.5335958,106.9151929,104.7334233,102.8391167,,103.111588,103.2451923,104.1220728,102.003643,101.7994859,
20000808,100.5524862,106.7867663,104.8596112,105.2797213,,102.5531915,104.7985972,102.4172355,104.014824,98.94280597,
20000809,97.33697391,106.1936055,106.2364599,104.698511,,101.1652542,102.9620853,102.320767,104.3935644,94.95953305,
20000810,97.17851378,102.9291149,105.7931598,102.0139422,,100.8429926,100.4761905,104.707113,100.1821494,96.63970198,
20000811,98.79978199,100.7914074,105.6684492,105.0820691,,99.43209509,102.3311221,104.1666667,100.7893139,97.50623441,
20000814,97.48526956,101.5748031,103.6882945,103.0674847,,101.3527575,100.9313155,104.267335,100.8333333,99.05305051,
20000815,100.7692308,99.71880315,101.4933223,101.1976048,,100.5186722,95.19500822,103.6428768,100.8313539,98.42864142,
20000816,100.9491724,99.20724802,100.153123,101.1218905,,100,94.99426467,103.2258065,100.5631393,103.6697248,
20000817,99.6091391,101.0244733,100.9211873,102.8853448,,100.7314525,97.86729858,104.6953047,104.6969794,101.2878297,
20000818,99.0612746,98.42961329,99.49392713,99.0327619,,100.1038422,97.78037383,103.6,104.2168675,99.36061381,
20000821,99.12184413,98.33887043,99.8997996,98.51190476,,99.28131417,94.23298731,102.5641026,102.5974026,100.0637145,
20000822,97.27371865,101.2408345,100.9639613,96.96747929,,98.55521156,98.93111639,102.6732673,102.5618469,99.87228608,
20000823,99.44690265,101.1415525,100.9174312,96.52369231,,100.104712,100.3028273,103.90625,103.477748,99.494311,
20000824,100.5605381,99.66197189,101.4706045,96.45756541,,98.91080498,100.2421308,99.33206107,102.5759673,99.42782466,
20000825,99.88851728,99.43019953,102.2380468,97.67090064,,100.570556,99.82080765,100.7722008,102.0231214,101.029601,
20000828,100.9966777,100.1126126,102.1564855,98.03625378,,99.27611169,100.6119951,100.7692308,102.3590334,99.68154904,
20000829,101.3452915,98.0501218,101.7085427,97.635369,,100.9947812,98.25932293,101.1571842,102.325572,98.52943223,
20000830,101.5572859,100.2257336,101.2626424,98.31417666,,101.5690377,97.70531401,97.7443609,101.0538216,97.45870394,
20000831,102.5641026,102.9960243,100.9495091,99.23488925,,101.2060659,96.31644444,99.5196926,102.0598284,98.27367775,
20000901,103.90625,102.6933909,101.3930348,98.76923077,,99.43268086,97.3668467,100.2394789,102.3796034,97.32484076,
20000905,102.4671228,102.0247469,100.0490761,100.9244992,,98.4375,100,99.8568855,99.3816751,97.31629448,
20000906,104.6460177,103.8636364,101.1857708,104.0625,,97.56348822,101.8936881,101.9542574,96.52076319,97.59894145,
20000907,103.6144578,102.0833514,101.5461185,98.83084051,,96.13801854,102.2249691,102.3557846,98.73168884,98.95697523,
20000908,106.0869565,101.7563117,99.6039604,96.06782518,,96.78756477,105.6426321,101.5444015,93.668778,98.6987641,
20000911,107.2502857,105.5245714,98.23356232,96.41744548,,97.25105394,105.4701698,103.7267075,91.42224682,99.7382199,
20000912,106.5810411,104.0793826,97.93915604,93.89312977,,99.15343915,104.379562,103.5833573,92.08144796,100.8535573,
